,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,title,source,desc,url,img
77,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,7.0,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) is AHL Investment Management Inc.'s 4th Largest Position,Defense World,"AHL Investment Management Inc. lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-is-ahl-investment-management-inc-s-4th-largest-position.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
78,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,8.0,,,,,,,2023-07-02 00:00:00,Abner Herrman & Brock LLC Boosts Holdings in Apple Inc. (NASDAQ:AAPL),Defense World,"Abner Herrman & Brock LLC boosted its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.2% during the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/abner-herrman-brock-llc-boosts-holdings-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
79,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,9.0,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by Peoples Financial Services CORP.,Defense World,"Peoples Financial Services CORP. cut its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% in the 1st quarter, according to the company...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-shares-sold-by-peoples-financial-services-corp.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
80,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,,,,,,,,2023-07-02 00:00:00,Apple crosses $3 trillion in market value for the first time,TechnoSports,"On Friday, Apple's stock market value surpassed $3 trillion for the first time, boosted by signs of rising inflation and expectations that the iPhone maker.",https://technosports.co.in/apple-crosses-3-trillion-in-market-value/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
81,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,1.0,,,,,,,,2023-07-02 00:00:00,Nokia Renews Patent Licence Agreement With Apple For Another Term,JARA News,"Nokia said on Friday it had signed a new long-term patent license agreement with Apple, as the current license between the companies expires at the end of...",https://jara.news/nokia-renews-patent-licence-agreement-with-apple-for-another-term/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
82,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,2.0,,,,,,,,2023-07-02 00:00:00,You'll Be Shocked at How Much Apple Stock Warren Buffett Owns,Droid Gazzete,"U.S. Money Supply Is Doing Something Not Seen Since the Great Depression, and It May Signal a Big Move to Come for Stocks.",https://droidgazette.com/youll-be-shocked-at-how-much-apple-stock-warren-buffett-owns/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
83,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,3.0,,,,,,,,2023-07-02 00:00:00,Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL),Defense World,Read Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/02/burt-wealth-advisors-acquires-62-shares-of-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
84,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,4.0,,,,,,,,2023-07-02 00:00:00,This week in tech: AI could face fresh U.S. regulations; Apple gets past $3T By Investing.com,Investing.com,By Louis Juricic and Sarina Isaacs. Investing.com -- Here is your weekly Pro Recap on the biggest headlines out of tech this week: Potential new U.S....,https://www.investing.com/news/stock-market-news/this-week-in-tech-ai-could-face-fresh-us-regulations-apple-gets-past-3t-3118265,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
85,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,5.0,,,,,,,,2023-07-02 00:00:00,EWG Elevate Inc. Trims Stake in Apple Inc. (NASDAQ:AAPL),Defense World,"EWG Elevate Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% during the first quarter, according to the company in its most...",https://www.defenseworld.net/2023/07/02/ewg-elevate-inc-trims-stake-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
86,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,6.0,,,,,,,,2023-07-02 00:00:00,Carmel Capital Management L.L.C. Has $11.76 Million Stock Position in Apple Inc. (NASDAQ:AAPL),Defense World,"Carmel Capital Management L.L.C. raised its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.8% in the first quarter, according to the company in its...",https://www.defenseworld.net/2023/07/02/carmel-capital-management-l-l-c-has-11-76-million-stock-position-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
87,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,7.0,,,,,,,,2023-07-02 00:00:00,One Plus One Wealth Management LLC Lowers Holdings in Apple Inc. (NASDAQ:AAPL),Defense World,"One Plus One Wealth Management LLC reduced its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 11.3% in the first quarter, according to its...",https://www.defenseworld.net/2023/07/02/one-plus-one-wealth-management-llc-lowers-holdings-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
88,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,8.0,,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) is AHL Investment Management Inc.'s 4th Largest Position,Defense World,"AHL Investment Management Inc. lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-is-ahl-investment-management-inc-s-4th-largest-position.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
89,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,0.0,,,,,,,,,2023-07-02 00:00:00,Apple crosses $3 trillion in market value for the first time,TechnoSports,"On Friday, Apple's stock market value surpassed $3 trillion for the first time, boosted by signs of rising inflation and expectations that the iPhone maker.",https://technosports.co.in/apple-crosses-3-trillion-in-market-value/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
90,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,1.0,,,,,,,,,2023-07-02 00:00:00,"Apple AirPods Plans: Hearing Test, Body Temperature, Cheaper Models, USB-C",Bloomberg.com,"Apple is working on a slew of changes for its popular AirPods earbuds, seeking to expand its wearables business. Also: The company is all-in on hand and eye...",https://www.bloomberg.com/news/newsletters/2023-07-02/apple-airpods-plans-hearing-test-body-temperature-cheaper-models-usb-c-ljlfwffu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
91,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,2.0,,,,,,,,,2023-07-02 00:00:00,Nokia Renews Patent Licence Agreement With Apple For Another Term,JARA News,"Nokia said on Friday it had signed a new long-term patent license agreement with Apple, as the current license between the companies expires at the end of...",https://jara.news/nokia-renews-patent-licence-agreement-with-apple-for-another-term/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
92,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,3.0,,,,,,,,,2023-07-02 00:00:00,You'll Be Shocked at How Much Apple Stock Warren Buffett Owns,Droid Gazzete,"U.S. Money Supply Is Doing Something Not Seen Since the Great Depression, and It May Signal a Big Move to Come for Stocks.",https://droidgazette.com/youll-be-shocked-at-how-much-apple-stock-warren-buffett-owns/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
93,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,4.0,,,,,,,,,2023-07-02 00:00:00,Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL),Defense World,Read Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/02/burt-wealth-advisors-acquires-62-shares-of-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
94,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,5.0,,,,,,,,,2023-07-02 00:00:00,This week in tech: AI could face fresh U.S. regulations; Apple gets past $3T By Investing.com,Investing.com,By Louis Juricic and Sarina Isaacs. Investing.com -- Here is your weekly Pro Recap on the biggest headlines out of tech this week: Potential new U.S....,https://www.investing.com/news/stock-market-news/this-week-in-tech-ai-could-face-fresh-us-regulations-apple-gets-past-3t-3118265,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
95,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,6.0,,,,,,,,,2023-07-02 00:00:00,EWG Elevate Inc. Trims Stake in Apple Inc. (NASDAQ:AAPL),Defense World,"EWG Elevate Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% during the first quarter, according to the company in its most...",https://www.defenseworld.net/2023/07/02/ewg-elevate-inc-trims-stake-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
96,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,7.0,,,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) is AHL Investment Management Inc.'s 4th Largest Position,Defense World,"AHL Investment Management Inc. lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-is-ahl-investment-management-inc-s-4th-largest-position.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
97,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,8.0,,,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) Stake Trimmed by Independent Investors Inc.,Defense World,"Independent Investors Inc. reduced its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% during the 1st quarter, according to the company...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-stake-trimmed-by-independent-investors-inc.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
98,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0.0,,,,,,,,,,2023-07-02 00:00:00,Apple crosses $3 trillion in market value for the first time,TechnoSports,"On Friday, Apple's stock market value surpassed $3 trillion for the first time, boosted by signs of rising inflation and expectations that the iPhone maker.",https://technosports.co.in/apple-crosses-3-trillion-in-market-value/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
99,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1.0,,,,,,,,,,2023-07-02 00:00:00,"Apple AirPods Plans: Hearing Test, Body Temperature, Cheaper Models, USB-C",Bloomberg.com,"Apple is working on a slew of changes for its popular AirPods earbuds, seeking to expand its wearables business. Also: The company is all-in on hand and eye...",https://www.bloomberg.com/news/newsletters/2023-07-02/apple-airpods-plans-hearing-test-body-temperature-cheaper-models-usb-c-ljlfwffu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,,,,,,,,,,2023-07-02 00:00:00,Nokia Renews Patent Licence Agreement With Apple For Another Term,JARA News,"Nokia said on Friday it had signed a new long-term patent license agreement with Apple, as the current license between the companies expires at the end of...",https://jara.news/nokia-renews-patent-licence-agreement-with-apple-for-another-term/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
101,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,3.0,,,,,,,,,,2023-07-02 00:00:00,You'll Be Shocked at How Much Apple Stock Warren Buffett Owns,Droid Gazzete,"U.S. Money Supply Is Doing Something Not Seen Since the Great Depression, and It May Signal a Big Move to Come for Stocks.",https://droidgazette.com/youll-be-shocked-at-how-much-apple-stock-warren-buffett-owns/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
102,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,4.0,,,,,,,,,,2023-07-02 00:00:00,Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL),Defense World,Read Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/02/burt-wealth-advisors-acquires-62-shares-of-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
103,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,5.0,,,,,,,,,,2023-07-02 00:00:00,This week in tech: AI could face fresh U.S. regulations; Apple gets past $3T By Investing.com,Investing.com,By Louis Juricic and Sarina Isaacs. Investing.com -- Here is your weekly Pro Recap on the biggest headlines out of tech this week: Potential new U.S....,https://www.investing.com/news/stock-market-news/this-week-in-tech-ai-could-face-fresh-us-regulations-apple-gets-past-3t-3118265,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
104,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,6.0,,,,,,,,,,2023-07-02 00:00:00,EWG Elevate Inc. Trims Stake in Apple Inc. (NASDAQ:AAPL),Defense World,"EWG Elevate Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% during the first quarter, according to the company in its most...",https://www.defenseworld.net/2023/07/02/ewg-elevate-inc-trims-stake-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
105,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,7.0,,,,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) is AHL Investment Management Inc.'s 4th Largest Position,Defense World,"AHL Investment Management Inc. lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-is-ahl-investment-management-inc-s-4th-largest-position.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
106,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,8.0,,,,,,,,,,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) Stake Trimmed by Independent Investors Inc.,Defense World,"Independent Investors Inc. reduced its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.1% during the 1st quarter, according to the company...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-stake-trimmed-by-independent-investors-inc.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
107,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,9.0,,,,,,,,,,2023-07-02 00:00:00,Carmel Capital Management L.L.C. Has $11.76 Million Stock Position in Apple Inc. (NASDAQ:AAPL),Defense World,"Carmel Capital Management L.L.C. raised its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.8% in the first quarter, according to the company in its...",https://www.defenseworld.net/2023/07/02/carmel-capital-management-l-l-c-has-11-76-million-stock-position-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
108,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,0.0,,,,,,,,,,,2023-07-04 00:00:00,European apple stocks in June were 23.4% lower than in 2022,FreshPlaza,"WAPA, the World Apple and Pear Association, released the apple and pear stock figures for 1 June 2023. The figures show that in Europe apple stocks...",https://www.freshplaza.com/north-america/article/9542839/european-apple-stocks-in-june-were-23-4-lower-than-in-2022/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
109,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,1.0,,,,,,,,,,,2023-07-04 00:00:00,Is Apple really worth $3 trillion? The math suggests no.,Fortune,Apple now towers as a textbook case of a stock so richly valued that its future returns will likely prove extremely poor.,https://fortune.com/2023/07/04/apple-stock-market-cap-forcast/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
110,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,2.0,,,,,,,,,,,2023-07-04 00:00:00,Google Set to Hire Former Apple Executive as India Policy Head,BQ Prime,Alphabet Inc.'s Google is set to appoint a manufacturing and policy veteran as its top government affairs executive in India to tackle legal challenges and...,https://www.bqprime.com/business/google-set-to-hire-former-apple-executive-as-india-policy-head,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
111,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,3.0,,,,,,,,,,,2023-07-04 00:00:00,SignalPoint Asset Management LLC Sells 2842 Shares of Apple Inc. (NASDAQ:AAPL),Defense World,Read SignalPoint Asset Management LLC Sells 2842 Shares of Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/04/signalpoint-asset-management-llc-sells-2842-shares-of-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
112,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,4.0,,,,,,,,,,,2023-07-04 00:00:00,Searcy Financial Services Inc. ADV Has $8.79 Million Stake in Apple Inc. (NASDAQ:AAPL),Defense World,Read Searcy Financial Services Inc. ADV Has $8.79 Million Stake in Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/04/searcy-financial-services-inc-adv-has-8-79-million-stake-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
113,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,5.0,,,,,,,,,,,2023-07-04 00:00:00,Matthew Goff Investment Advisor LLC Reduces Position in Apple Inc. (NASDAQ:AAPL),Defense World,"Matthew Goff Investment Advisor LLC cut its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 1.8% during the first quarter, according to its...",https://www.defenseworld.net/2023/07/04/matthew-goff-investment-advisor-llc-reduces-position-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
114,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,6.0,,,,,,,,,,,2023-07-04 00:00:00,Apple Inc. (NASDAQ:AAPL) Shares Bought by Green Square Capital Advisors LLC,Defense World,Read Apple Inc. (NASDAQ:AAPL) Shares Bought by Green Square Capital Advisors LLC at Defense World.,https://www.defenseworld.net/2023/07/04/apple-inc-nasdaqaapl-shares-bought-by-green-square-capital-advisors-llc.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
115,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,7.0,,,,,,,,,,,2023-07-04 00:00:00,CHART: Apple becomes the first company to surpass $3 trillion in market value,Techloy.com,"Following a record-breaking $1 trillion market valuation in mid-2018 and achieving a $2 trillion valuation in August 2020, making it the first U.S. company...",https://www.techloy.com/apple-3-trillion-valuation-mark/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
116,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,8.0,,,,,,,,,,,2023-07-04 00:00:00,"Before Apple's Vision Pro hits the shelves, lower-priced rival Xreal claims it's near 200k shipments",CNBC,"Less than a year since augmented reality glasses startup Xreal started sales, the Alibaba-backed company claims shipments will soon reach 200000 units.",https://www.cnbc.com/2023/07/04/before-apple-sells-vision-pro-ar-rival-xreal-sees-shipments-climb.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
